commonRxns,FSR_BASE_PCOPT,Status_BASE_PCOPT
SK_SFGTH,NaN,Unchanged
SK_T4HCINNMFM,NaN,Unchanged
SK_TYRTAm,NaN,Unchanged
SK_UAG2EMAi,NaN,Unchanged
SK_UAG4E,NaN,Unchanged
SK_UGT1A10r,6.42168412139634,Upregulated
SK_r0202,1.79440325986274,Unchanged
SK_r0652,8.74928799083614,Upregulated
SK_r0915,8.00701218281574e-07,Unchanged
SK_r1078,NaN,Unchanged
SK_r1262,3.16484999381127,Upregulated
SK_r1292,6.96578320756984e-07,Unchanged
SK_r1429,1.79440325986282,Unchanged
SK_r1459,0.643860106282823,Unchanged
